id,Focus Area,Target Crash,Area Type,CountermeasureID,Countermeasure,Proven Countermeasure,CMF,Crash Severity,Road Type,Star Quality,Min AADT,Max AADT,Min Num Lanes,Max Num Lane,Cost,Service Life,Implementation Time,ContributingFactors,SSA ,AASHTO
127,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.87,O (property damage only),Principal Arterial Other Freeways and Expressways,4,100000,,NA,NA,TBD,TBD,TBD,"Signalized intersection, Urban, high traffic volume, wet surface",Safer People,Safer Drivers and Passengers
128,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.75,O (property damage only),Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Distracted driving, tailgating, sudden stops, malfunctioning brakes",Safer People,Safer Drivers and Passengers
128,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.75,O (property damage only),Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Stop-and-go traffic, slower reaction time, inadequate road marking",Safer People,Safer Drivers and Passengers
128,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.75,O (property damage only),Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Signalized intersection, Urban, high traffic volume, wet surface",Safer People,Safer Drivers and Passengers
129,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.81,O (property damage only),Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Distracted driving, tailgating, sudden stops, malfunctioning brakes",Safer People,Safer Drivers and Passengers
129,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.81,O (property damage only),Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Stop-and-go traffic, slower reaction time, inadequate road marking",Safer People,Safer Drivers and Passengers
129,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.81,O (property damage only),Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Signalized intersection, Urban, high traffic volume, wet surface",Safer People,Safer Drivers and Passengers
130,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.53,All,Principal Arterial Other Freeways and Expressways,4,,,NA,NA,TBD,TBD,TBD,"Distracted driving, tailgating, sudden stops, malfunctioning brakes",Safer People,Safer Drivers and Passengers
130,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.53,All,Principal Arterial Other Freeways and Expressways,4,,,NA,NA,TBD,TBD,TBD,"Stop-and-go traffic, slower reaction time, inadequate road marking",Safer People,Safer Drivers and Passengers
130,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.53,All,Principal Arterial Other Freeways and Expressways,4,,,NA,NA,TBD,TBD,TBD,"Signalized intersection, Urban, high traffic volume, wet surface",Safer People,Safer Drivers and Passengers
131,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.77,All,Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Distracted driving, tailgating, sudden stops, malfunctioning brakes",Safer People,Safer Drivers and Passengers
131,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.77,All,Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Stop-and-go traffic, slower reaction time, inadequate road marking",Safer People,Safer Drivers and Passengers
131,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.77,All,Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Signalized intersection, Urban, high traffic volume, wet surface",Safer People,Safer Drivers and Passengers
132,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.57,All,Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Distracted driving, tailgating, sudden stops, malfunctioning brakes",Safer People,Safer Drivers and Passengers
132,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.57,All,Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Stop-and-go traffic, slower reaction time, inadequate road marking",Safer People,Safer Drivers and Passengers
132,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.57,All,Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Signalized intersection, Urban, high traffic volume, wet surface",Safer People,Safer Drivers and Passengers
133,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.26,All,Principal Arterial Other Freeways and Expressways,4,,,NA,NA,TBD,TBD,TBD,"Distracted driving, tailgating, sudden stops, malfunctioning brakes",Safer People,Safer Drivers and Passengers
133,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.26,All,Principal Arterial Other Freeways and Expressways,4,,,NA,NA,TBD,TBD,TBD,"Stop-and-go traffic, slower reaction time, inadequate road marking",Safer People,Safer Drivers and Passengers
133,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.26,All,Principal Arterial Other Freeways and Expressways,4,,,NA,NA,TBD,TBD,TBD,"Signalized intersection, Urban, high traffic volume, wet surface",Safer People,Safer Drivers and Passengers
134,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.65,All,Principal Arterial Other Freeways and Expressways,5,100000,,NA,NA,TBD,TBD,TBD,"Distracted driving, tailgating, sudden stops, malfunctioning brakes",Safer People,Safer Drivers and Passengers
134,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.65,All,Principal Arterial Other Freeways and Expressways,5,100000,,NA,NA,TBD,TBD,TBD,"Stop-and-go traffic, slower reaction time, inadequate road marking",Safer People,Safer Drivers and Passengers
134,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.65,All,Principal Arterial Other Freeways and Expressways,5,100000,,NA,NA,TBD,TBD,TBD,"Signalized intersection, Urban, high traffic volume, wet surface",Safer People,Safer Drivers and Passengers
135,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.65,All,Principal Arterial Other Freeways and Expressways,4,100000,,NA,NA,TBD,TBD,TBD,"Distracted driving, tailgating, sudden stops, malfunctioning brakes",Safer People,Safer Drivers and Passengers
135,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.65,All,Principal Arterial Other Freeways and Expressways,4,100000,,NA,NA,TBD,TBD,TBD,"Stop-and-go traffic, slower reaction time, inadequate road marking",Safer People,Safer Drivers and Passengers
135,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.65,All,Principal Arterial Other Freeways and Expressways,4,100000,,NA,NA,TBD,TBD,TBD,"Signalized intersection, Urban, high traffic volume, wet surface",Safer People,Safer Drivers and Passengers
136,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.61,All,Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Distracted driving, tailgating, sudden stops, malfunctioning brakes",Safer People,Safer Drivers and Passengers
136,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.61,All,Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Stop-and-go traffic, slower reaction time, inadequate road marking",Safer People,Safer Drivers and Passengers
136,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.61,All,Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Signalized intersection, Urban, high traffic volume, wet surface",Safer People,Safer Drivers and Passengers
137,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.66,All,Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Distracted driving, tailgating, sudden stops, malfunctioning brakes",Safer People,Safer Drivers and Passengers
137,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.66,All,Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Stop-and-go traffic, slower reaction time, inadequate road marking",Safer People,Safer Drivers and Passengers
137,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.66,All,Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Signalized intersection, Urban, high traffic volume, wet surface",Safer People,Safer Drivers and Passengers
186,Distracted Driving,Head-on collision,Rural,treat036,Introduce TWLTL (two-way left turn lanes) on rural two lane roads,,0.64,All,Not specified,5,,,2,2,TBD,TBD,TBD,"Two lane rural road, texting, inattention, poor visibility, reaction time ",Safer People,Safer Drivers and Passengers
187,Distracted Driving,Head-on collision,Rural,treat036,Introduce TWLTL (two-way left turn lanes) on rural two lane roads,,0.65,"A (serious injury),B (minor injury),C (possible injury)",Not specified,5,,,2,2,TBD,TBD,TBD,"Two lane rural road, texting, inattention, poor visibility, reaction time ",Safer People,Safer Drivers and Passengers
188,Distracted Driving,Head-on collision,Rural,treat036,Introduce TWLTL (two-way left turn lanes) on rural two lane roads,,0.53,All,Not specified,5,,,2,2,TBD,TBD,TBD,"Two lane rural road, texting, inattention, poor visibility, reaction time ",Safer People,Safer Drivers and Passengers
189,Impaired Driving,Single vehicle ,Rural,treat053,Install shoulder rumble strips,,0.87,All,Not specified,4,,,2,2,TBD,TBD,TBD,"Wet surface, fatigue, older driver",Safer People,Safer Drivers and Passengers
190,Impaired Driving,Single vehicle ,Rural,treat053,Install shoulder rumble strips,,0.82,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,2,2,TBD,TBD,TBD,"Wet surface, fatigue, older driver",Safer People,Safer Drivers and Passengers
191,Distracted Driving,Failure to yield,Urban,treat022,Add 3-inch yellow retroreflective sheeting to signal backplates,,0.85,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"Failure to signal, right turns on red",Safer People,Safer Drivers and Passengers
191,Impaired Driving,Intersection-related,Urban,treat022,Add 3-inch yellow retroreflective sheeting to signal backplates,,0.85,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"Improper traffic control, nighttime",Safer People,Safer Drivers and Passengers
191,Older Drivers,Intersection-related,Urban,treat022,Add 3-inch yellow retroreflective sheeting to signal backplates,,0.85,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"poor road signs, poor visibility, wet surface, slower reaction time, dilemma zone",Safer People,Safer Drivers and Passengers
192,Older Drivers,Intersection-related,Urban,treat120,Improve visibility of signal heads,,0.93,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"poor road signs, poor visibility, wet surface, slower reaction time, dilemma zone",Safer People,Safer Drivers and Passengers
193,Older Drivers,Intersection-related,Urban,treat120,Improve visibility of signal heads,,0.97,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,NA,NA,TBD,TBD,TBD,"poor road signs, poor visibility, wet surface, slower reaction time, dilemma zone",Safer People,Safer Drivers and Passengers
194,Older Drivers,Intersection-related,Urban,treat120,Improve visibility of signal heads,,0.91,O (property damage only),Not specified,4,,,NA,NA,TBD,TBD,TBD,"poor road signs, poor visibility, wet surface, slower reaction time, dilemma zone",Safer People,Safer Drivers and Passengers
195,Older Drivers,Intersection-related,Urban,treat120,Improve visibility of signal heads,,0.94,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"poor road signs, poor visibility, wet surface, slower reaction time, dilemma zone",Safer People,Safer Drivers and Passengers
196,Older Drivers,Intersection-related,Urban,treat120,Improve visibility of signal heads,,0.93,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"poor road signs, poor visibility, wet surface, slower reaction time, dilemma zone",Safer People,Safer Drivers and Passengers
199,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.606,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
200,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.592,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
201,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.607,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
202,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.529,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
203,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.672,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
204,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.585,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
205,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.51,O (property damage only),Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
206,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.478,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
207,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.21,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
208,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.575,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
209,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.535,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
210,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.42,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
211,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.445,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
212,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.608,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
213,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.381,O (property damage only),Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
214,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.746,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
215,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.635,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
216,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.511,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
217,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.728,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
218,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.612,O (property damage only),Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
219,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.757,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
220,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.638,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
221,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.545,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
222,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.764,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
223,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.582,O (property damage only),Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
224,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.49,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
225,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.265,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
226,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.577,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
227,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.506,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
228,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.469,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
229,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.568,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
230,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat072,"Install a combination of chevron signs, curve warning signs, and/or sequential flashing beacons",,0.43,O (property damage only),Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
231,Roadway Curvature,"Run-off-road, Head-on",All,treat073,Install chevron signs on horizontal curves,Yes,0.63,All,Principal Arterial Other Freeways and Expressways,4,7400,9746,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
232,Roadway Curvature,"Run-off-road, Head-on",All,treat073,Install chevron signs on horizontal curves,Yes,0.406,All,Principal Arterial Other Freeways and Expressways,4,7400,9746,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
233,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat074,Install chevron signs and curve warning signs,,0.592,All,Principal Arterial Other Freeways and Expressways,4,10434,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
234,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat074,Install chevron signs and curve warning signs,,0.556,All,Principal Arterial Other Freeways and Expressways,4,10434,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
235,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat074,Install chevron signs and curve warning signs,,0.489,All,Principal Arterial Other Freeways and Expressways,4,10434,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
236,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat074,Install chevron signs and curve warning signs,,0.694,All,Principal Arterial Other Freeways and Expressways,4,10434,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
237,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat074,Install chevron signs and curve warning signs,,0.564,All,Principal Arterial Other Freeways and Expressways,4,10434,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
238,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat074,Install chevron signs and curve warning signs,,0.464,O (property damage only),Principal Arterial Other Freeways and Expressways,4,10434,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
239,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat075,"Install chevron signs, curve warning signs, and sequential flashing beacons",,0.524,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
240,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat075,"Install chevron signs, curve warning signs, and sequential flashing beacons",,0.231,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
241,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat075,"Install chevron signs, curve warning signs, and sequential flashing beacons",,0.627,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
242,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat075,"Install chevron signs, curve warning signs, and sequential flashing beacons",,0.564,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
243,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat075,"Install chevron signs, curve warning signs, and sequential flashing beacons",,0.477,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
244,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat075,"Install chevron signs, curve warning signs, and sequential flashing beacons",,0.518,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
245,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat075,"Install chevron signs, curve warning signs, and sequential flashing beacons",,0.533,All,Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
246,Seatbelt Usages (Occupant Protection),Single vehicle ,All,treat075,"Install chevron signs, curve warning signs, and sequential flashing beacons",,0.618,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,4,7400,13975,4,4,TBD,TBD,TBD,"Sharp curve, wet surface, nighttime, rural",Safer People,Safer Drivers and Passengers
